CP045,BABY GIRL ORANGE,170
D021-PAPERBOX 03-G,PAPER BOX 5*5*5 Eid Mubarak Gold No Blister,3275
SPICES-11,Mahlab Whole,10
G1394P-1852-15,15" PLATE,186
PVC Plain - S,PVC Plain - Small,858
BP19608,RIBBON,96
OC02,Cielo Collection,95
G1206P-2212EB-22,22" Boat Plate,934
RC01NG3-2020,Dark Chocolate Nuggets (805CN0170),2400
BOXPG008,Baklawa 500 Gm No Brand,33566
G24,Chocolate Paper,240
NT0904,CASHEW WITH PIZZA FLAVOUR W240,3821.5
BLISTER21,Baklawa 1kg (29.1x22.5x25),27227
B3-7135-8 BLUE,B3-7135-8 BLUE,3360
DBW10,DOUBLE WRAPPING-PRINTED BLACK,139
CP028 Roll 8.3cm,CP028 Roll 8.3cm,163.04
13402,Arab Chocolate Hazelnut Rock,5000
YCG24-0250-C002,RIBBON,83
CP002 Roll 7.5cm,CP002 Roll 7.5cm,514.19
SSGIFT2SC,Sanabel Gift 2S-C,1477
B0484-SILVER,ROUND TOOL/POUCH SILVER,799
A1-0229D RED/GOLD,DBW14-PLAIN SHINY WRAPPING-20P,195
SAS-FONDOG4,SANABEL FONDU GIFT 4,651
9146-H,CHOCOLATE POUCH (1X12)PER PKT,42
ASC-A21,Azura Chocolate-Orabella,1595
BOXCL008,Chocolala Box 135*13.5*4CM,3
BC02,Brownie Collection,70
N11,Nougat,26
SA228-2C WHITE,PAPER CHOCOLATE BOX,150
P12,Poetes Chocolate-Bichard,55
BOXSS035,Sanabel Al Salam Oreo Caramel 1/2Kg,153154
0012,Staple Wire 26/6,8
CR02FL-2020-5,Milk Chocolate Filling,1674
WCP01 7.5CM,WCP01 7.5CM,820.6
AT001-0100-P009 SN,2.5cm X20m RIBBON-SILVER,612
DISCO24,UNDER-CAKE ROUND PLATES,18
CQ09,Croquant Pistachio Bar,21
BOXES 039,CANDEM-Rahesh Halawa,434
CKL1055,CKL1055,44
BOXES 049,JARDIN VERT-MAMOUL BOX,452
A1-0229D BLUE,DBW05-SHINY PLAIN WRAPPING-20PCS,44
SSGIFT ARABIC TRAY 10 NEW,SANABEL GIFT NEW ARABIC TRAY 10,4284
7.75-11.25,Z,10
QY13-20571	,Baby Accessories,187
AF123-0030-C020,1cm X15mRIBBON-PURPLE/PURPLE,2179
YJ12-411 Brown,YJ12-411 Orange,12
CEL 01,CELLOPHANE PLAIN,152230.5
AF123-0030-C022,1cm X 15m RIBBON YELLOW/ORANGE,1225
BTN 1086,MOULD,297
SSGIFT22SA,Sanabel Gift 22S-A,48
G1150P-BMB03G-17,17" Rectangle Plate BMB03G-17,519
FB09,Ferrero Balls With Sesame Seeds & Chocolate Filling,14
M011,CHOCOLATE PAPER COFFEE BROWN,480
B3-7023-9 PINK,Wooden Bike Pink,277
DW-02,Hazulnut Gianduja W Broken Almonds,280
DL439-0150-C001,Ribbon,393
AT001-0100-P550 SN,2.5cm X20m RIBBON-PISTACHE,1921
NUS15,Stella Collection,50
NUC26,Unwrapped Chocolate-Stallion,91
D060-Box,D060-Box (3 Colors,4760),3646
SSGIFT17MC,SANABEL GIFT 17M-C,6
C301-T,CHOCOLATE PAPER,145
BOXTOUR03,Baklawa SF (C4 Tourist Boxes),917
GT01,Chocolate Tart-Tiramisu,20
BOXPG004,Gourmet Baklawa 800 Gm Sugar Free,20815
H01-1 Pink,Basket Pink 20x15CM,44
SAS-BSBCML,Sanabel Basbousa Caramel,60770
B1-0533-5-GREEN,THREAD PAPER,88
B3-7130-5S1,Tray,2264
BZ000,Barazek,7760.1
W02CC,Wafer Collection -Compound Choco,30
D40-A04-P,BABY WOODEN BOX PINK,12
BAGCL011,Chocolala Bag (35x35x35) European Cities,3000
BOXLU006,Lulu Croquant Box,2658
SS3598WP-B1521A,Flower Blue,252
YL6713-2-RED,YL6713-2,2562
D41-YLH2581B,CHRISTMAS ITEM,1
A852WS,SQ. FONDUE SET,842
Q2-Large Stand,Large Leather Stand,42
MA1805,CHOCOLATE MOULD,1
LP15,WHITE CHOCO CUP W/ WHITE GANACHE & SUGAR CRYSTALS,224
SSGIFT15SA,Sanabel Gift 15S-A,1202
WT03,Winter Collection,336
SSGIFT17LA,Sanabel Gift 17L-A,18
RC93812,RIBBON-25yrds,620
N70093,CAKE DECORATION,1860
BTN1134,BTN1134 (A02),74
SSGIFT76MP,SANABEL GIFT 76M-PINK,447
SSGIFT19SB (EMPTY JARS),SANABEL GIFTS EMPTY JARS 19S-B,216
TRAYS & STANDS,Wooden Trays,467
N50083,CAKE DECORATION,19600
AF123-0100-C033,2.5cmX15M RIBBON,24
SST110,SWEET CORNER STICKER,132
20788,Glass Plates,940
SSGIFT014SA,SANABEL GIFT 014S-A,519
CD04CM-2022,Crepe Dentelle 4cm,13.6
US-ZEB-MILK,Zebra Rolls-Whole Milk Choco 30%,415
10017,Shoe Cover,9272
CKL 1042,MOULD,64
D120-S07 Blue,D120-Sticker Baby On Horse Blue,124
GR031,GARDENIA CHOCOLATE PAPER,180
US-RON-WHITE,Rondies-White Choco,4943
TD500,Turkish Delight 500g,414
CL070405,LION W/ FLOWER,2146
ASC-A04,Azura Chocolate-Vincenza,1242
D021-PAPERBOX-05-G,D021-PAPERBOX-05-G,4608
40038C,Abudabi Flour (50kg),8000
BOXLEA05,Leather Box White 13x9.5x5.5cm,2
D197-PAPERBOX01P,D197 Paper Box1 Pink,2014
SL - NUTBAR005,SLEEVE Al RIFAI NUT BAR ALMOND,19000
SSGIFT56MB,SANABEL GIFT 56M-B,2009
8004,CHOCOLATE MOULD,8
B37149-3-2,Accessories (D155),28
CG-03 Brown,Box 21x21 (D145) Brown,408
SST188,STICKERS VOILA,325
B10654-1-Y,Accessories (D155),1786
SL13359,Fruit Bowl,46
BOXLEA42,Leather Box Silver 50x45x4cm,1166
B10822-7 Pink,Ribbon,51
SSGIFT9SP,Sanabel Gift 9S-P,208
MAM-MAD,Mamoul Mad Bulk,600
WT01,Winter Collection,416.5
SAS-OREO SMALL,Sanabel Oreo Small,260230
BOXPG026,Barazek 100g Box,10416
GLASS005,Glass Candy Box,255
LMC4,FC LITTLE MAN CRISTMAS,1398
20132,Wedding Box - 25x117,30
MACAROON TRAY,MACAROON TRAY - PLASTIC (S/3),2313
ACC06-D100,Jewellery Items,240
RR02408,Gold Metallic Ribbon With Diamond 1.5 " X 25ys,623
M11 Roll 8.3cm,M11 Roll 8.3cm,69.08
NT0409,Caramelized Peanut,642
G868P-2212EB-14,14" Sq. Plate,816
SSGIFT5XSB,Sanabel Gift 5XSB,1187
187478L,TRAY (30x44.8x4.4cm),15
AX687-0150-T687,Ribbon,370
D021-PAPERBOX 16-G,PAPER BOX 8.5*8.5*3 Ramadan Karim Gold W/blister Window,14225
RL4A13031-16D	,Baby Accessories,339
40109-8,Organic Muesli Cruchy Pur 15 Kg,26
A10270-13-Purple,Wooden Stickers (D151),480
SST-SCHAN,STICKER - SCHAN (MIX),10
40109,ORGANIC AGAVE SYRUP,2
Bottle-D157-2,Glass Bottle 2 (D157),110
RL236011B,GRADUATION RESIN,361
BHD-065,Silicone Pastry Bag,104
US-SQ-WHITE,Squares-White Chocolate,20
BOXSS124,Sanabel Cake Box 15*15*7,159244
A-110-8-2,D40 LEATHER TRAY GOLD,2
GPA-04,Moulds,50
D021-TRAY-001,CAKE TRAY 27.5*27.5CM,8
NUS13,Stella Collection,285
CR02,Cigar Roll-Plain,27
2065,CHOCOLATE MOULD,20
187335L,Plastic Tray,7592
PC3006,Mould,51
SSGIFT6LC,Sanabel Gift 6L-C,2
0078,Direct Thermal Sticker 40mmx25mm,16
Ceramic3637FL,Ceramic Ware 3637FL,8
FLOWER-D094-1,FLOWER D094,6804
GLASS002,Glass Bowl,651
SSGIFT78,Sanabel Gift 78,8
10045,G800 Rinax Soft-Hand Wash Cream (10 Lit.),710
SF013,TARTLEST 45M,6
SST101,Stickers Rawani,390
N114708,BABY & WEDDING CERAMIC,48
M15,Pistachio Nougat & Hazelnut Gianduja,195
D40-A40-P,BABY STAND ACSS,404
C4-CH HEART 35G,CARREFOUR CHOCOLATE HEARTS 35G,4563
10013,Hand Sleeves-PE White,208
MA1962,CHOCOLATE MOULD,10
PVC GIFT-RB,Skinny Delight Choco (1x12),35
US-RC-STRAW,Rice Crispies W/ Strawberry,28
SOFCHOCBOX-THURS,PLAIN MILK CHOCO FILED W GENDUJA & HAZELNUT (SHAKESPERE),13000
D022-16,STICKER CHARACTER,7
GIFT 018,Chocolate Gift Tray,291
BOXCL006,Box Chocolala Crispy Chocolate,63
SSGIFT44MA,Sanabel Gift 44M-A,78
40090J,Majdool Seedless Dates,5793.2
NT0500,Pistachio Kernel Plain,43845
SA731-6E-S,PAPER BOX SILVER (1X200PCS),276
BOXSS027,Sanabel Al Salam Praline 1 Kg Maroon,11310
RC01DP-2020,Dark Chocolate Drops (805CN0170),200
TRAWD006,Wooden Tray Golden (Set Of 3 Sizes),455
TRF03,Pistachio Truffle,708
B10654-3-O,Accessories (D155),649
AF0113722A-2B,TEDDY BEAR IN A CUP,1146
BASLEA003,Leather Basket Blue 30x16x16,96
FILL15,FILLING-ALMOND PRALINE,44
D022-14,STICKER CHARACTER,5.5
BEC05,Baklawa Exotica- Cappuccino,30
N60128,CAKE DECORATION,12
N50065,CAKE DECORATION,12285
SSGIFT4XSA,Sanabel Gift 4XSA,2212
D057-112-118,SANABEL PAPAER BOX,6300
TRF09,Hazelnut Gianduja,584
20161B,Chocolala Napolitain Band (for Machine),412000
NB22g,Milk Plain Or With Nuts,55
D-007,Silicon Cake Mould,11.5
10029,DECORATION (100PCS/PKT),198
DW-06,Hazulnut Gianduja W Broken Almonds,260
D-102,Silicon Cake Mould,9
KET206,EASTER EGG CERAMIC,242
N50086,CAKE DECORATION,2940
Fill-Tomato-Olive,Sundried Tomato W/Olives,50
A740H,FONDUE SET,725
SSGIFT3LA,Sanabel Gift 3L-A,2204
DY121,CHRISTMAS CERAMIC,7
BLIS-NB006,Square Blister Small- Tamriya,1861
PL006,CHIC YELLOW,253.6
D113-Kettle Silver,Ala Din Kettle- Silver (D113),1922
P05CC,POETS COMPOUND CHOCOLATE-WILLIAM,90
DY1-3734-P,Flower,3773
A-70-3 ORANGE,LEATHER STAND,36
B3-7130-14 Pink,B3-7130-14 Tray Pink,240
PL003,SOPHISTICATED MAROON,225
SSGIFT47SB,SANABEL GIFT 47S-B,473
AL004 Roll 9cm,AL004 Roll 9cm,73.15
SSGIFT33MB,Sanabel Gift 33M-B,34
G84,CRYSTAL FLOWER,172
SST Rose for you (silver),Sticker Rose For You (Silver),100000
B10820-3,Glass Item (D155),602
20161-2,Sanabel Al Salam- Napolitain Band,328000
713004,LEATHER TRAY (1 X 1 ),84
H853611,Baby Accessories,1682
SAS-OREO LARGE,SANABEL OREO LARGE,122854
A13-Sponge Bob,Sponge Bob Wooden Sticker,383
FS-007,STICKER-XTACY,84.49
SLLZ4-J1460FB,FREEZER,4
E03,EASTER BUNNY ON LOG,122
STMP MLD AYKA,STAMPED MOULD AY-KA,4
ASCC-A10,Azura Compound Chocolate,545
EC10,ENGRAVED EASTER EGGS CHOCO PRALINE 11GM,600
B3-7023-11 PINK,Wooden Car Pink,511
S18005-S11013,Glassware,160
NT0505-100g,Pistachio Half Salt (100gm),3788
TRF05,Dark Cacao Cream,574.5
AR13 Roll 7.5cm,AR13 Roll 7.5cm,328.27
WBS31 BUTTON BLUE/ORANGE,Wooden Sticker BUTTON BLUE/ORANGE,136
BL08-1584,TEDDY BEAR,501
AT001-0030-P941 SN,1cm X20m RIBBON-BROWN,1046
RSGIFT08,Raseel Gifts KSA 08,8
A1-0270-29 BLUE,A1-0270-29 BLUE,542
AT001-0100-P846 SN,2.5cm X20m RIBBON-LIGHT BROWN,1051
B10820-5,Glass Item (D155),576
CP032,GOLD,211
MAC8 PCS-W&B,WRAPT & BLOOMS MACAROONS 8PCS,140
KL5812P,GLASSWARE,5
G97B,Ribbons,128
MODEL14,QURAAN ACCESSORIES,44
RL56812,RIBBON 3.8mm X 10y,21
TBL 1037,Choclate Moulds,65
B39308-5
 PINK,B39308-5
 PINK,180
AJ04,Ain Al Jamal Rose Flower (AJ04),178
T-331,Silicon Cake Mould,9
BOXCL045,Chocolala Box (Classic) 40x35 Cm,3990
SST590,Baring Sticker,4760
SAS-CHOCOST,Sanabel Chocolate Sticks,9622
20134-1,Paper Core Brown,6000
187335L-1,Plastic Tray,1011
SSGIFTSV06,SANABEL GIFT SV06,2441
AT001-0030-P861 SN,1cm X20m RIBBON-BLACK,1168
MY1267C-W,DECORATION,129
BOX1003R-S,Cigar Box Rectangle - Small,48
MA1804,CHOCOLATE MOULD,24
ASC-A23,Azura Chocolate-Sarita,473
SASGIFT-TRAY 007,SANABEL GIFT TRAY 007,1479
BOXSMILE05,Assorted Nougat Smile,1010
US-CH-PLAIN,Chunks-Plain Choco 50%,1020
V05,CHOCOLATE PAPER,400
B10893-1,Accessories (D155),205
B10654-1-B,Accessories (D155),2986
BTN 1125,MOULD,300
GIFT 011,Chocolate Gift Tray,136
OC01,Cielo Collection,75
Q7-24,Paper Box Graduation,5350
3811 Y,TIN BOX W/ WINDOW YELLOW,1
ConeLLP 08,Cone Collection With White Chocolate & Marshmallow,730
A10575-6,Pouch (D152),1516
S18004-20120,Glassware,168
M12 Roll 10.5cm,M12 Roll 10.5cm,192.02
CT16,Handmade Coffee Tart,2
NB28b,Milk Plain Or With Nuts,120
N50115,CAKE DECORATION,4032
20088,Shusi Box 140x235x50mm-44B,18
BOXCL012,Chocolal Box (Paris) 24x24,6064
SLSS020,Tin Sleeve Small Rectangle Finger Baklawa (Choco),7460
DF14-056Pc,Basket,418
TRAWD007,Wooden Tray Silver (Set Of 3 Sizes),562
Crepe 14,Crepe Collection- Coconut,243
B3-7023-10,Wooden Car Blue,379
CS09,Chanteur Chocolate-Nayah,791.3
15.5-12B24-C382P,Porcelain Ware,24
GD-LPP,GARDENIA LOLLIPOP,96
SST-CHOCO,STICKERS CHOCOLATIN,275
BOXSS087,Sleeve For Halawa 2kg-SAS,10500
B37069-10-B,Accessories (D155),1177
B39308-7 Silver,B39308-7 Silver,96
HH-BOX,HALEEB O HEIL CUSTOMIZED BOX,1000
BOXCL042,Chocolala Box (Europe Cities) 32x32,5880
H327878-6,H327878-6,2570
RBO5,FC BRODERIE,2402
GR019,GARDENIA CHOCOLATE PAPER,370
MN08,Malban Nougat Variety,120
XMT1487 G,IRON TUB GREEN,81
PC01,Unwrapped Chocolate-Picturesque,0.2
F-TRAY 6 B/B,FRAME TRAY (72X72X5) BLACK/BROWN,126
CP015,LIGHT BABY BLUE,1215
TRF06,White Hazelnut Cream,525.5
AMS500G,Armoush Mix Gift 500g,5783
G1262P-2216E-22.5,OVAL PLATE 22.5",542
FE00XX-2022,Feullettine,175
PT-8003,Mould,176
TRAWD101,Wooden Tray Brown 70x70x5(oman),30
N60111,CAKE DECORATION,51200
BKB03,Baklawa Bugage Peanut,6012
AL08DR-2009,Pink/Rose Almond Dragee,2507
HA02,HAIL WAZAFARAN CHOC PAPER SILV,180
SPICES-17,Pizza Flavour,50
3803 Bucket Green,3803 Bucket Green,23
B10822-9 Pink,Ribbon,50
SSGIFT12SA,Sanabel Gift 12S-A,206
CHMS018,Christmas Teddy W/Chocolate 30g,10
A-112-2-2/A-20-6(2)-2Blue-M,Stand & Tray Blue A-112-2-2/A-20-6(2)-2 Medium,77
N50049,CAKE DECORATION,33660
NB24b,Milk Plain Or With Nuts,184
CP030 Roll 8cm,CP030 Roll 8cm,103.71
RND 02-Kg,LOOPS- Mixed Nuts (Per Kg),4
D-D6-5L,LEATHER TRAY SILVER (LARGE),34
E38646-1-BR,Accessories (D155),2699
8441,PLEXI TRAY-GOLD,176
C4Q-PTDFRUIT,PATE DE FRUIT C4 QATAR,976
SSGIFT42SA,SANABEL GIFT 42S-A,546
AA-7 PEN HOLDER BLUE,PENCIL HOLDER DECO/48PCS,39
B37149-1,Boat (D155),34
D159-PAPERBOX 02 PU,D159-PAPERBOX 02 PU,14787
SSGIFT25,CHOCOLATE GIFT TRAY -SS25,8
B10822-7 Blue,Ribbon,51
Bottle-D157-1,Glass Bottle 1 (D157),2
188016L,Plastic Tray,2733
WBS31 RATTLE ORANGE,Wooden Sticker RATTLE ORANGE,72
AKS-BOX10,Al Khunjar Sweets Box (38x38x3.8),1030
AT052-0038-P852,Blue-Line(3.8cm X 15m),315
SST MAWALEH,Mawaleh Sticker Of Jar,21000
D006-S-4,PLEXI STICK SQUARE,5861
YDBA018-C,Christmas Item (D119),65
AP09,Aphrodite Chocolate,10
AA08,Accessories,410
XD1817D,GLASS VASE,4
MFS01,Mille-Feuille Sticks Thyme,6
188007L-1,Plastic Tray,365
R03,Rahesh Chocolate,300
ConeLLP 05,Cone Collection With Vermecilli,430
FM31,Flavors Of Malban,165
ZWA002,SUP 130x210+2x32,7312
CMC01,Crispy Moajanat Pizza,45
SAS-MCRN5,Sanabel Macaroon 5Pcs,12590
SIA4,FC NEUTRE 120X260,12596
SA1060P-5GR,24.5*9.2*5.5 CM GREEN PVC,4
GX-024,SMALL SQUARE BOX (1X12),881
RB201512,RIBBON 3.8mm X 10y,14
A10270-7-Blue,Wooden Stickers (D151),712
BKSF350g-CMD,Camden Baklawa Sugar Free 350g,300
N50040,CAKE DECORATION,9830
AL012 Roll 8cm,AL012 Roll 8cm,4.8
AAC03-D119,Jewellery Accessory,2522
SSGIFT18MS,Sanabel Gift 18M-S,96
B10654-1-V,Accessories (D155),1776
N30116,CAKE DECORATION,1876
1112,MINI GLASS VASE (1X48),14
BT05 Roll 8.3CM,BT05 Roll 8.3CM,25.55
SSGIFT1LA,Sanabel Gift 1L-A,4
MA1604,CHOCOLATE MOULD,7
AS05,Arabesque Collection Fine Pistachio Nougat,125.5
ASNU55,Mixed Nuts 150g,760
20027,Crystal Plate # 30 (10kg),10
JM14-4EF PINK,WILLOW BASKET (Set Of Two),18
BOXPG006,Gourmet 3 In 1,38636
RC02NG6-2020,Milk Chocolate Buckets (360CL0580),21400
N50039,CAKE DECORATION,20510
SSGIFT5MBBUNNY,Sanabel Gift 5M-B Bunny,26
D120-S01 Blue,D120-Baby Sticker Blue,244
FILL06,FILLING- HAZELNUT WHITE GIANDUJA,44
SM-LENTILSORANGE,CHOCO LENTILS ORANGE,792.5
BC009-2 Brown,Basket Brown,76
RL236011D,GRADUATION RESIN,214
BOXPG024,Stuff Date-PG,10636
D197-PAPERBOX12P,D197 PAPERBOX12 Pink,2000
20035D,Moajanat Crispy Sleeve-Sanabel (Small),1000
JL4289023,PEARL ACCESSORIES,340
CS07,Chanteur Chocolate-Larusso(Hazelnut),717
BB500,Baklawa Balloria 500g,390
BWT22,BABY WOODEN TRAY (BOATMAN),1
D197 Sticker 8,Sticker Square 5.2*5.7cm,1000
MA1513,CHOCOLATE MOULD,4
SSGIFT16M,Sanabel Gift 16M,40
BTN 1087,MOULD,958
BAGS-003B,AL MANSOUR COFFEE BAG-MEDIUM,908
BOXMX059,Shan Pizza Box,306
CR014-028A,Christmas Item (D126),590
B3-7023-3,Wooden Cart- Blue,41
AL01DR-2009,Gold Almond Dragee,2765
SSGIFTSV010,SANABEL GIFT SV010,489
N60066,CAKE DECORATION,382
ASC-A24,Azura Chocolate-Dione,507
BASLEA007,Leather Basket White/brown 30x16x16,172
SSGIFT20MA,Sanabel Gift 20M-A,282
SSGIFT29LP,SANABEL GIFT 29L-P,8
FO11603CMB,Glass Plate 42x30x6cm Blue Color FO11603CMB,203
TI12,Tinker Bell Collection,10
40002,Almond White (1x20kg),25
BOXMX026P,CATCOOT CHOCOLATE 1 KG-Pink 34.5*20*6CM,3936
AT123-0100-C015 Sanabel,Ribbon 2.5CM Sanabel,5280
AP002,SILVER ALUMINUM PAPER,175
B3-7135-4 PINK,B3-7135-4 PINK,2400
D021-PAPERBOX 05-B,PAPER BOX 4*6.7*2.4 Eid Mubarak Brown W/ Blister,2912
B3-7135-8 PINK,B3-7135-8 PINK,3360
20019-4,Clear Plastic 11x14 For Dragees,210
M2012-339,CHOCOLATE MOULD,75
N60061,CAKE DECORATION,4032
YQA73-0250-G003,Ribbon,335
BEC01,Baklawa Exotica- Marshmallow,7.5
BOXCL058,Chocolala Box (Fire)18x18cm,3036
PL002,CAPPUCCINO BEIGE,370.8
SA0365LH BLUE,FLOWERS,99
RC112612,RIBBON,20
BWT28,BABY WOODEN TRAY (BLUE BIRD),3
AT052-0100-P275 LN,2.5cm X15m RIBBON-MAROON,1422
20211-PG,Petit Gourmet-Metallic Wraps-Bilbonest,232.08
PV10N-11,Accessories,648
SST Majis NB,Majis Napolitan Band 3.3x10.3,2200
MA2003,CHOCOLATE MOULD,5
CD-Choco-W,Soft Dates With Chocolate 250 Grms (wooden Box),2
SA1023P10G,14.5*14.5*4.5 CM GOLDEN PVC,4
SST-SWAF,STICKER SWEETEST AFFAIR,4.5
SSGIFT07MB,SANABEL GIFT 07M-B,568
D-010,Silicon Cake Mould,9
D120-S16 Pink,D120- Sticker Baby Frock Pink,128
SAS-BK800g,SANABEL BAKLAWA 800g,174052
CP017,ATTRACTIVE VIOLET,475.6
CT05,Handmade Coffee Tart,18
03369-32,03369-32 (D101),8
D-CF-15,TRAY,57
EC33,EASTER EGGS IN PURPLE TIN 70GM,730
A1-0270-33 Blue,Baby Wooden Crib Blue,269
DF-BKTC350,Baklawa Tin 20x350g,160
D197-PAPERBOX10R,D197 PAPERBOX10 Red,2100
O14,WOODEN BOX ORANGE,12
SIA5,FC NEUTRE 120X261,5736
AAC12-D119,Jewellery Accessory,11106
B10822-6 Pink,Ribbon,247
CBC02 MENTO,TWIRL MINT BULK,91
SSGIFT2MB,Sanabel Gift 2M-B,2864
VAL004,VALENTINE GIFT 004,6
WT21,Winter Collection,10
SSGIFT55M-D,SANABEL GIFT 55M-D,56
20055C-PW,Plain White Carton (51.5x32x19) Malban,25752
187377-279,Plastic Tray,620
A1-0229A Brown Square,DBW-BROWN SQUARE WRAPPING/20PCS,14
C4-ARGIFT23,CARREFOUR ARABIC GIFT 23,26
D41-YLA21293B,CHRISTMAS ITEM,1
Oreo Box . ( SAS),Oreo Box ( SAS),49581
XG2464S,Pistol Seasoning Plate,602
AT052-0100-P846 LN,2.5cm X15m RIBBON-LIGHT BROWN,710
PL014,LIGHT BABY PINK,245
MN44,Malban Nougat Variety,155
White Comp AKJ,White Chocolate Compound (AKJ) 4Kg Block,53712
BAR4,BLAKE ARGENT,6092
SSGIFT-MUGPINK,SANABEL GIFT MUG PINK,1692
De-81966,Pizza Profiteroles 4x350g,3005.6
XG2034-2S,Ceramic Spire Plate,537
CP015 Roll 7.5 cm,CP015 Roll 7.5 Cm,288.59
D-ZF-9,BOX,276
BR00PL-2022,Biscuit Roll Plain,42
AT123-0100-C015,D41-RIBBON,5860
SSGIFT11,CHOCOLATE GIFT PLATE -SS11,2
441/M Gold,Plate Gold 441/M,6838
MSW400,Mansalwa Box 400g,444
DEG3,FC DELICATE GOLD 100X220,5889
NUC29,Unwrapped Chocolate-Stallion,24
BABY CLIP-GOLD,BABY CLIP-GOLD,28
G1290P-2208-17,17" Shell Plate,24
FM13,Flavors Of Malban,295
MAC05,MACARON STRAWBERRY,640
MAC03,MACARON CHOCOLATE,664
AT001-0030-P233 SN,1cm X20m RIBBON-FUSHIA,2142
JC25/PL-JC25,JC25/PL-JC25,2000
A10270-4-Pink,Wooden Stickers (D151),617
D011-TRAY SMALL ORANGE,Z,42
B0484-GOLD,ROUND TOOL/POUCH GOLD,1325
D4-9412-5,Accessories (D141),446
BOXLEA43,Leather Box Pink 50x45x4cm,698
D197 - Sticker 12,Sticker Rectangle 4*5.5cm,1000
DL10081-2 (1x50),FLOWERS (1x50pcs),8942
A1-0229A Pink Line,DBW24-BURBERRY WRAPPING/20PCS,6
SP856AS10-1-W,SP856AS10-1-W,90
Z12P0057,CABAS OR VERGE,2350
RL508012-9B,Baby Accessories,1218
D159-PAPERBOX 01 G,D159-PAPERBOX 01 G,10003
D197-PAPERBOX16P,D197-PAPERBOX16 Pink,2000
Machine 12kg,Machine (Compatta) 12kg,8
PL007,MINT GREEN,364.3
PV11N-21,BABY BOX-GIRAFFE,115
ET-HH013,EASTER DECORATION,306
PVC BOX-D104-PINK,Pvc Boxes D104 Pink,1495
SAS-ASC-02,Sanabel Salam-Cornflakes Box 250g,79749
TINPG003,BAKLAWA (LADIES),2660
20029,Crystal Plate # 36 (10kg),633
BOXSS003,Sanabel Al Salam Baklawa 1 Kg,33984
WE001,White Egg (Zoulal),193
PVCBOX26,PVCBOX26,1080
CRS06,Hazelnut Praline Cream,860.3
SSTTMREYA G,Sticker TMReya Gold,70000
BOXSS120,Sanabel Truffle Mousse Box-White,13200
YDP123,Plexi Tray,100
SP-BOX5,SWEETS PALACE BOX-39*25*4cm,4006
SAS-BBY-ESP,Sanabel Baby Espresso 115g,108
MN29,Malban Nougat Variety,60
D084-Wooden box,D084-Wooden Box 40x10x4,518
DK020 (40*20*10CM)-Black,WOODEN TRAY 40*20*10CM (Black),62
M07,Malban & Pistachio Nougat,105
PVCBOX03,PVC BOX (17 X 4.25 X 4.25),8585
9005,CHOCOLATE MOULD,18
D119-PB Gold-1,D119-Paper Box Gold Type 1,4782
SSGIFT ARABIC TRAY 26 NEW,SANABEL GIFT ARABIC TRAY 26 NEW,1238
CR-O1 4cm,Cigar Roll 4CM - Vanilla O1,127.5
20109China,PVC Shrink (China) 45CM,12852
B10822-5 Pink,Ribbon,256
ACC12-D100,Jewellery Items,280
PRE3,FC PRETTY,2364
BOXSS055,Crispy Chocolate-Box SAS,13065
BLIS-SS013,Sanabel Blister-Small Rect.-Asst.Mamoul 350g,21580
ConeLLP 11,Cone Collection With One Piece Yellow M&M,250
KVR003,Chocolate Mould,1221
7688,GRADUATION RESIN GIRL (1 X 4),918
FNSTRAWBERRY,Truffled Almond-Strawberry Flavour,60
SP1121,Dubai Moulds (SP1121),197
PF06,Petitfour -Diodore,190
BOXSS024,Sanabel Al Salam Chocolate Dates Box,6807
BOXES 029-A,Barazek Box-Petit Gourmet 100g,200
NUC17,Unwrapped Chocolate-Stallion,216
20011,Clear Plastic # 612 (1x60),48
G1381P-2216-14.5,SQ PLATE SILVER '14.5,12
12500,THERMOFORMED EGG MOULD,2
EC1,CHICKEN IN EGG SHELL 450G,553
DK006 (60*20*10CM)-Silver,WOODEN TRAY 60*20*10CM (Silver),32
BOXSS010,Sanabel Al Salam Rahesh Halawa 1 Kg,37766
SSGIFT46LA,SSGIFT46LA,15
E38681-5,Accessories (D155),9802
17236 BLUE,BABY RESIN BLUE,64
COL1551AF,Lake Powder 25gm Pink,32
AT052-0100-P941 LN,2.5cm X15m RIBBON-BROWN,1185.54
NDC05,Dates And Almond In Milk Chocolate,15
TRAWD065,Wooden Tray 30x23,499
JZ1-4019 Blue,Decoration,464
D40-A27-P,D40-WOODEN BOX W/ACCS,464
SST011,PAPER STICKER BY 1000 GOURMET,160
BOXSS125,Sanabel Cake Box 14*8*7,239200
HR06CH-2009,White Heart Chocolate,127
40064,Pure Honey,788
BZ100,Barazek 100g,16218
BLIS-SS018,Sanabel Blister-Big Rect.-Mamoul Dates700g,10210
SSGIFT2a,Sanabel Gift 2a,72
TRAWD089,Tray 49x29x5,348
G1287P-BMB03G-20.5,20.5" Rectangle T.Plate BMB03G-20.5,525
CHMS002,Santa Riding A Bike 100g,4
SSGIFT8MPBUNNY,Sanabel Gift 8M-P Bunny,110
L02,CHOCOLATE PAPER SILVER,840
BLISTER 27,Blister 20.5*28.5*2 Cm,117395
BAR 03,PISTACHIO IN WHITE CHOCOLATE 115G,156
BOXSS104A,Tupperware Sleeves Sugar Free Milk Chocolate Buttons,3000
